STATUS,GTIN_14,GTIN_12_UPC,PACKAGING_TYPE,PACKAGING_LEVEL,PRODUCT_DESCRIPTION,SKU
PreMarket,00840333919958,840333919958,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C1, 20mm",ATUCLC120-AK
PreMarket,00840333919965,840333919965,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 9mm",ATUCLC209-AK
PreMarket,00840333919972,840333919972,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 10mm",ATUCLC210-AK
PreMarket,00840333919989,840333919989,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 11mm",ATUCLC211-AK
PreMarket,00840333919996,840333919996,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 12mm",ATUCLC212-AK
PreMarket,00840333920008,840333920008,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 14mm",ATUCLC214-AK
PreMarket,00840333920015,840333920015,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 17mm",ATUCLC217-AK
PreMarket,00840333920022,840333920022,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C2, 20mm",ATUCLC220-AK
PreMarket,00840333920039,840333920039,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 9mm",ATUCLC309-AK
PreMarket,00840333920046,840333920046,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 10mm",ATUCLC310-AK
PreMarket,00840333920053,840333920053,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 11mm",ATUCLC311-AK
PreMarket,00840333920060,840333920060,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 12mm",ATUCLC312-AK
PreMarket,00840333920077,840333920077,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 14mm",ATUCLC314-AK
PreMarket,00840333920084,840333920084,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 17mm",ATUCLC317-AK
PreMarket,00840333920091,840333920091,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C3, 20mm",ATUCLC320-AK
PreMarket,00840333920107,840333920107,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 9mm",ATUCLC409-AK
PreMarket,00840333920114,840333920114,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 10mm",ATUCLC410-AK
PreMarket,00840333920121,840333920121,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 11mm",ATUCLC411-AK
PreMarket,00840333920138,840333920138,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 12mm",ATUCLC412-AK
PreMarket,00840333920145,840333920145,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 14mm",ATUCLC414-AK
PreMarket,00840333920152,840333920152,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 17mm",ATUCLC417-AK
PreMarket,00840333920169,840333920169,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size C4, 20mm",ATUCLC420-AK
PreMarket,00840333920176,840333920176,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 9mm",ATUCLD109-AK
PreMarket,00840333920183,840333920183,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 10mm",ATUCLD110-AK
PreMarket,00840333920190,840333920190,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 11mm",ATUCLD111-AK
PreMarket,00840333920206,840333920206,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 12mm",ATUCLD112-AK
PreMarket,00840333920213,840333920213,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 14mm",ATUCLD114-AK
PreMarket,00840333920220,840333920220,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 17mm",ATUCLD117-AK
PreMarket,00840333920237,840333920237,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D1, 20mm",ATUCLD120-AK
PreMarket,00840333920244,840333920244,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 9mm",ATUCLD209-AK
PreMarket,00840333920251,840333920251,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 10mm",ATUCLD210-AK
PreMarket,00840333920268,840333920268,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 11mm",ATUCLD211-AK
PreMarket,00840333920275,840333920275,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 12mm",ATUCLD212-AK
PreMarket,00840333920282,840333920282,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 14mm",ATUCLD214-AK
PreMarket,00840333920299,840333920299,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 17mm",ATUCLD217-AK
PreMarket,00840333920305,840333920305,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D2, 20mm",ATUCLD220-AK
PreMarket,00840333920312,840333920312,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 9mm",ATUCLD309-AK
PreMarket,00840333920329,840333920329,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 10mm",ATUCLD310-AK
PreMarket,00840333920336,840333920336,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 11mm",ATUCLD311-AK
PreMarket,00840333920343,840333920343,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 12mm",ATUCLD312-AK
PreMarket,00840333920350,840333920350,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 14mm",ATUCLD314-AK
PreMarket,00840333920367,840333920367,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 17mm",ATUCLD317-AK
PreMarket,00840333920374,840333920374,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D3, 20mm",ATUCLD320-AK
PreMarket,00840333920381,840333920381,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 9mm",ATUCLD409-AK
PreMarket,00840333920398,840333920398,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 10mm",ATUCLD410-AK
PreMarket,00840333920404,840333920404,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 11mm",ATUCLD411-AK
PreMarket,00840333920411,840333920411,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 12mm",ATUCLD412-AK
PreMarket,00840333920428,840333920428,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 14mm",ATUCLD414-AK
PreMarket,00840333920435,840333920435,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 17mm",ATUCLD417-AK
PreMarket,00840333920442,840333920442,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D4, 20mm",ATUCLD420-AK
PreMarket,00840333920459,840333920459,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 9mm",ATUCLD509-AK
PreMarket,00840333920466,840333920466,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 10mm",ATUCLD510-AK
PreMarket,00840333920473,840333920473,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 11mm",ATUCLD511-AK
PreMarket,00840333920480,840333920480,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 12mm",ATUCLD512-AK
PreMarket,00840333920497,840333920497,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 14mm",ATUCLD514-AK
PreMarket,00840333920503,840333920503,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 17mm",ATUCLD517-AK
PreMarket,00840333920510,840333920510,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D5, 20mm",ATUCLD520-AK
PreMarket,00840333920527,840333920527,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 9mm",ATUCLD609-AK
PreMarket,00840333920534,840333920534,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 10mm",ATUCLD610-AK
PreMarket,00840333920541,840333920541,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 11mm",ATUCLD611-AK
PreMarket,00840333920558,840333920558,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 12mm",ATUCLD612-AK
PreMarket,00840333920565,840333920565,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 14mm",ATUCLD614-AK
PreMarket,00840333920572,840333920572,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 17mm",ATUCLD617-AK
PreMarket,00840333920589,840333920589,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size D6, 20mm",ATUCLD620-AK
PreMarket,00840333920596,840333920596,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 9mm",ATUCLE309-AK
PreMarket,00840333920602,840333920602,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 10mm",ATUCLE310-AK
PreMarket,00840333920619,840333920619,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 11mm",ATUCLE311-AK
PreMarket,00840333920626,840333920626,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 12mm",ATUCLE312-AK
PreMarket,00840333920633,840333920633,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 14mm",ATUCLE314-AK
PreMarket,00840333920640,840333920640,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 17mm",ATUCLE317-AK
PreMarket,00840333920657,840333920657,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E3, 20mm",ATUCLE320-AK
PreMarket,00840333920664,840333920664,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 9mm",ATUCLE409-AK
PreMarket,00840333920671,840333920671,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 10mm",ATUCLE410-AK
PreMarket,00840333920688,840333920688,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 11mm",ATUCLE411-AK
PreMarket,00840333920695,840333920695,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 12mm",ATUCLE412-AK
PreMarket,00840333920701,840333920701,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 14mm",ATUCLE414-AK
PreMarket,00840333920718,840333920718,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 17mm",ATUCLE417-AK
PreMarket,00840333920725,840333920725,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E4, 20mm",ATUCLE420-AK
PreMarket,00840333920732,840333920732,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 9mm",ATUCLE509-AK
PreMarket,00840333920749,840333920749,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 10mm",ATUCLE510-AK
PreMarket,00840333920756,840333920756,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 11mm",ATUCLE511-AK
PreMarket,00840333920763,840333920763,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 12mm",ATUCLE512-AK
PreMarket,00840333920770,840333920770,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 14mm",ATUCLE514-AK
PreMarket,00840333920787,840333920787,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 17mm",ATUCLE517-AK
PreMarket,00840333920794,840333920794,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E5, 20mm",ATUCLE520-AK
PreMarket,00840333920800,840333920800,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 9mm",ATUCLE609-AK
PreMarket,00840333920817,840333920817,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 10mm",ATUCLE610-AK
PreMarket,00840333920824,840333920824,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 11mm",ATUCLE611-AK
PreMarket,00840333920831,840333920831,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 12mm",ATUCLE612-AK
PreMarket,00840333920848,840333920848,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 14mm",ATUCLE614-AK
PreMarket,00840333920855,840333920855,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 17mm",ATUCLE617-AK
PreMarket,00840333920862,840333920862,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size E6, 20mm",ATUCLE620-AK
PreMarket,00840333920879,840333920879,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 9mm",ATUCLF309-AK
PreMarket,00840333920886,840333920886,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 10mm",ATUCLF310-AK
PreMarket,00840333920893,840333920893,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 11mm",ATUCLF311-AK
PreMarket,00840333920909,840333920909,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 12mm",ATUCLF312-AK
PreMarket,00840333920916,840333920916,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 14mm",ATUCLF314-AK
PreMarket,00840333920923,840333920923,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 17mm",ATUCLF317-AK
PreMarket,00840333920930,840333920930,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F3, 20mm",ATUCLF320-AK
PreMarket,00840333920947,840333920947,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 9mm",ATUCLF409-AK
PreMarket,00840333920954,840333920954,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 10mm",ATUCLF410-AK
PreMarket,00840333920961,840333920961,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 11mm",ATUCLF411-AK
PreMarket,00840333920978,840333920978,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 12mm",ATUCLF412-AK
PreMarket,00840333920985,840333920985,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 14mm",ATUCLF414-AK
PreMarket,00840333920992,840333920992,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 17mm",ATUCLF417-AK
PreMarket,00840333921005,840333921005,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F4, 20mm",ATUCLF420-AK
PreMarket,00840333921012,840333921012,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 9mm",ATUCLF509-AK
PreMarket,00840333921029,840333921029,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 10mm",ATUCLF510-AK
PreMarket,00840333921036,840333921036,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 11mm",ATUCLF511-AK
PreMarket,00840333921043,840333921043,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 12mm",ATUCLF512-AK
PreMarket,00840333921050,840333921050,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 14mm",ATUCLF514-AK
PreMarket,00840333921067,840333921067,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 17mm",ATUCLF517-AK
PreMarket,00840333921074,840333921074,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F5, 20mm",ATUCLF520-AK
PreMarket,00840333921081,840333921081,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 9mm",ATUCLF609-AK
PreMarket,00840333921098,840333921098,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 10mm",ATUCLF610-AK
PreMarket,00840333921104,840333921104,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 11mm",ATUCLF611-AK
PreMarket,00840333921111,840333921111,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 12mm",ATUCLF612-AK
PreMarket,00840333921128,840333921128,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 14mm",ATUCLF614-AK
PreMarket,00840333921135,840333921135,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 17mm",ATUCLF617-AK
PreMarket,00840333921142,840333921142,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F6, 20mm",ATUCLF620-AK
PreMarket,00840333921159,840333921159,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 9mm",ATUCLF709-AK
PreMarket,00840333921166,840333921166,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 10mm",ATUCLF710-AK
PreMarket,00840333921173,840333921173,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 11mm",ATUCLF711-AK
PreMarket,00840333921180,840333921180,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 12mm",ATUCLF712-AK
PreMarket,00840333921197,840333921197,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 14mm",ATUCLF714-AK
PreMarket,00840333921203,840333921203,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 17mm",ATUCLF717-AK
PreMarket,00840333921210,840333921210,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F7, 20mm",ATUCLF720-AK
PreMarket,00840333921227,840333921227,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 9mm",ATUCLF809-AK
PreMarket,00840333921234,840333921234,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 10mm",ATUCLF810-AK
PreMarket,00840333921241,840333921241,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 11mm",ATUCLF811-AK
PreMarket,00840333921258,840333921258,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 12mm",ATUCLF812-AK
PreMarket,00840333921265,840333921265,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 14mm",ATUCLF814-AK
PreMarket,00840333921272,840333921272,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 17mm",ATUCLF817-AK
PreMarket,00840333921289,840333921289,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size F8, 20mm",ATUCLF820-AK
PreMarket,00840333921296,840333921296,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 9mm",ATUCLG509-AK
PreMarket,00840333921302,840333921302,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 10mm",ATUCLG510-AK
PreMarket,00840333921319,840333921319,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 11mm",ATUCLG511-AK
PreMarket,00840333921326,840333921326,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 12mm",ATUCLG512-AK
PreMarket,00840333921333,840333921333,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 14mm",ATUCLG514-AK
PreMarket,00840333921340,840333921340,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 17mm",ATUCLG517-AK
PreMarket,00840333921357,840333921357,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G5, 20mm",ATUCLG520-AK
PreMarket,00840333921364,840333921364,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 9mm",ATUCLG609-AK
PreMarket,00840333921371,840333921371,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 10mm",ATUCLG610-AK
PreMarket,00840333921388,840333921388,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 11mm",ATUCLG611-AK
PreMarket,00840333921395,840333921395,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 12mm",ATUCLG612-AK
PreMarket,00840333921401,840333921401,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 14mm",ATUCLG614-AK
PreMarket,00840333921418,840333921418,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 17mm",ATUCLG617-AK
PreMarket,00840333921425,840333921425,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G6, 20mm",ATUCLG620-AK
PreMarket,00840333921432,840333921432,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 9mm",ATUCLG709-AK
PreMarket,00840333921449,840333921449,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 10mm",ATUCLG710-AK
PreMarket,00840333921456,840333921456,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 11mm",ATUCLG711-AK
PreMarket,00840333921463,840333921463,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 12mm",ATUCLG712-AK
PreMarket,00840333921470,840333921470,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 14mm",ATUCLG714-AK
PreMarket,00840333921487,840333921487,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 17mm",ATUCLG717-AK
PreMarket,00840333921494,840333921494,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G7, 20mm",ATUCLG720-AK
PreMarket,00840333921500,840333921500,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 9mm",ATUCLG809-AK
PreMarket,00840333921517,840333921517,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 10mm",ATUCLG810-AK
PreMarket,00840333921524,840333921524,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 11mm",ATUCLG811-AK
PreMarket,00840333921531,840333921531,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 12mm",ATUCLG812-AK
PreMarket,00840333921548,840333921548,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 14mm",ATUCLG814-AK
PreMarket,00840333921555,840333921555,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 17mm",ATUCLG817-AK
PreMarket,00840333921562,840333921562,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size G8, 20mm",ATUCLG820-AK
PreMarket,00840333921579,840333921579,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 9mm",ATUCLH509-AK
PreMarket,00840333921586,840333921586,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 10mm",ATUCLH510-AK
PreMarket,00840333921593,840333921593,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 11mm",ATUCLH511-AK
PreMarket,00840333921609,840333921609,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 12mm",ATUCLH512-AK
PreMarket,00840333921616,840333921616,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 14mm",ATUCLH514-AK
PreMarket,00840333921623,840333921623,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 17mm",ATUCLH517-AK
PreMarket,00840333921630,840333921630,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H5, 20mm",ATUCLH520-AK
PreMarket,00840333921647,840333921647,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H6, 9mm",ATUCLH609-AK
PreMarket,00840333921654,840333921654,Regular,Each,"Freedom All-Poly Tibial Implant, UC, Size H6, 10mm",ATUCLH610-AK
